id,channel_name,channel_description,followers,is_official_channel
34968995,НАБЛЮДЕНИЕ ЗА КЛИМАТОМ,,0,False
29643266,Евгений,,4,False
24728679,Город Курган,"Официальная страница РУТУБ Администрации города Кургана. Здесь можно найти всю самую актуальную информацию о деятельности Администрации и Главы города Кургана, интересные и достоверные новости о городе, мероприятиях и событиях.
Присоединяйтесь к нам и будьте в курсе последних событий жизни города www.kurgan-city.ru.",30,False
19399535,Честно об экологии,"Мы рассказываем честно об экологии, без вредных примесей.",12,False
24951378,"ЮРИДИЧЕСКИЕ,НАЛОГОВЫЕ И БУХГАЛТЕРСКИЕ КОНСУЛЬТАЦИИ","Юридические, налоговые, бухгалтерские новости, консультации. Судебные решения. Законы.",78,False
7231098,Тимофей Попков,"Люблю новостные заголовки - они шедевральны, но лень читать в чем суть...

А потому - делаю выводы исключительно из того, что есть в этих заголовках.

Минимум экспертности.
Минимум пользы.
Почти как новости на первом, только лень выставлять качественный звук и свет.",0,False
29231563,МаксимУм Интерес,Рутуб-канал журналиста и видеоблоггера Максима Обухова,33,True
23335664,Телеканал «ДОН 24»,"Телеканал «ДОН 24» - имеет статус официального регионального, обязательного для распространения на территории Ростовской области. 
Основа эфира – информационные, общественно-политические, экономические, спортивные, культурно-просветительские программы о Донском крае.

Суммарная потенциальная аудитория телеканала в Ростовской области - 4,04 млн человек (95% населения области), в России - 46,0 млн чел. (данные операторов спутников)

Наши социальные сети:
https://t.me/don24tv
https://ok.ru/don24tv
https://vk.com/don24tv
https://zen.yandex.ru/don24tv
https://www.youtube.com/don24tvrostov",1784,True
28567292,@fedot_tumusov,"Канала депутата Государственной Думы 
первого заместителя Председателя Комитета ГД по охране здоровья 
Федота Тумусова

Подписаться: 

Telegram:
https://t.me/fedot_tumusov

VK:
https://vk.com/fedot_tumusov

ОК:
https://ok.ru/fedot.tumusov2022

YouTube
https://www.youtube.com/@fedot_tumusov",10,False
35238929,даННые,Каждый день новые даННые,5,False
32078240,Егор Мисливец,,4649,True
26793240,PRO BLOCKCHAIN,"Вам интересно все новое и перспективное? Тогда PRO BLOCKCHAIN  то что вам нужно ! Цифровые активы, токены, криптовалюты, майнинг, смарт контракты , блокчейн проекты , биржы , трейдеры и аналитики, DAO и DAAP. Инвесторы и инвестиции, как инвестировать , сколько и куда? Как оценить риски , на что смотреть при выборе цифрового актива? Обо всем этом и многом другом мы постараемся рассказать простым и понятным языком. Конкретика и практика ! 
Присоединяйся , задавай вопросы и зарабатывай на приобретённых знаниях! 
Pro Blockchain не несет ответственности за любые материалы, указанные в видео, и не несет ответственности за любые убытки или потери, связанные с любыми продуктами или услугами, упомянутыми в видео.
TG канал - https://t.me/+KJWFncNRLXkxZjcy

============= 
Реклама на канале / Advertisement
Mail: gptvinccorp@gmail.com
Telegram contacts:  https://t.me/ProMediaAdmin
Telegram contacts:  https://t.me/Nothing_2_loose
==============
Telegram channel - https://t.me/Pro_Blockchain",57,False
25549867,Мангуст Дивный,"Сергей Скрипкин из Калуги запустил масштабный гуманитарный проект ""Ресторанчик для наших ZVO"". Сергей не просто обеспечивает бойцов свежеприготовленными и вкусными блюдами, которые являются редкостью на передовой, но и выдает гуманитарную помощь, обеспечивает всем необходимым (медицина, одежда, средства гигиены, продукты питания и т.д.) его проект дарит им чувство сопричастности, семьи и дома.
Самоотверженность и поддержка волонтеров делают обычные вещи ценными.
?Наш телеграмм: https://t.me/restorandlyanashix
?наш чат в телеграмм: https://t.me/+PchNPka1ht9jYTQy
?Наш 2ой канал в телеграмм
https://t.me/VZBOD
?наш Московский чат: https://t.me/+qXLPmsaG0G5lOTJi
?Наш канал в Ютуб
https://www.youtube.com/@mangust596
?Наш канал на ДЗЕН
https://clck.ru/38kZJK
?RUTUBE : https://rutube.ru/channel/25549867
Поддержать через СПБ: https://spasibomir.ru/pay/12213
Карта Сбербанка:
? 4274274009073109
Сергей Евгеньевич С",60,False
25026570,Филипповский 13,"Привет! Добро пожаловать на Филипповский 13. Здесь мы разбираем актуальные международные новости, делаем прогнозы, а иногда читаем исторические лекции. Мы уделяем внимание разным позициям и рассматриваем сложные темы с независимой точки зрения. Если нравится – подписывайся, если не согласен – пиши в комментариях, мы всегда рады грамотной дискуссии.

Наш закрытый канал в телеграм для платных подписчиков. 3 дня бесплатного доступа. 250 рублей в месяц: https://paywall.pw/w7xv9r9p7bo4.

Проект Коммуникационной группы «ЕКЦ»
https://eurasiancenter.com/",376,False
323267,Pasha Today,"Rutube канал российского и украинского журналиста, блогера и ведущего - Павла Кухаркина. 
Павел переехал из Киева в Москву в 2019 году и рассказывает о России, Украинских трешовых новостях и разоблачает ложь и фейки украинской пропаганды. 

Павел Кухаркин известен тем, что освещал Чемпионат Мира 2018 года в России, рассказывал о жизни в России и на Украине, разоблачал ложь и мифы майданной Украины. 

Pasha Today - личный проект Павла, который покажет о жизни в Российских городах, будет высмеивать украинскую пропаганду и вести прямой диалог с аудиторией.

Поддержать проект СБЕРБАНК: 2202203203558756

Подписаться на телеграм канал: https://t.me/pashatoday_new
Подписаться на Youtube канал: https://www.youtube.com/@pashatoday
Проект Вот Она Россия: https://www.youtube.com/@VotRussia
Сообщесвто ВК: https://vk.com/Pasha_Today

Контакт для связи: телеграм @pashaadmintoday

Поддержать проект СБЕРБАНК: 2202203203558756

Подписаться на телеграм канал: https://t.me/pashatoday_new",7069,True
26512808,Центр Справедливости,"Это канал сети Центров защиты прав граждан. Миссия и идея наших Центров – научить жителей защищать свои права. Мы даем самое грозное и ценное оружие – знание!

Чтобы оставить обращение - перейдите на сайт https://spravedlivo.center/. Заполните форму обратной связи. Специалисты свяжутся с вами и проконсультируют.

👉Подписывайтесь на нас в социальных сетях:

Одноклассники: ok.ru/spravedlivocenter
Telegram: t.me/center_spravedlivosti
ВКонтакте: https://vk.com/czpgsr",88,True
23777369,Единая Россия. Официально,Официальный канал всероссийской политической партии «Единая Россия»,395,True
24686760,Телеканал «ННТВ»,,1199,True
23893862,Независимое телевидение Севастополя (НТС),"Официальный канал Независимого телевидения Севастополя

Свежие новости Севастополя, Крыма и России.

Прямой эфир в поддержку спецоперации на Украине",824,True
23550697,Саня во Флориде,"Телеграм https://t.me/sanya_florida
Rutube https://rutube.ru/u/sanyaflorida
Tiktok https://www.tiktok.com/@vofloride
ВК https://vk.com/sanya_florida

Поддержать канал  рублем
https://boosty.to/sanya_florida - видео кконтент без рекламы и бонус контент
https://www.donationalerts.com/r/sanyaflorida - донаты",239111,True
30773486,Ш.Т.А.Б -С.В.О.,Эксклюзивные новости из Украины ?? и России ?? и Мира .,496,False
38559,Портал Солнцево,Новостной информационный канал района Солнцево города Москвы,105,False
24141691,РБК,"РБК - крупнейшее независимое СМИ в России с 1993 года. 

Главные новости России и мира, интересные репортажи и эксклюзивные интервью. В прямом эфире вы сможете увидеть первые кадры с мест событий, новостную аналитику с главными героями дня, новости экономики, бизнеса и политики",67754,True
30169512,"Новости , Факты , Размышления 24/7 , 365","„Не надейтесь, что единожды воспользовавшись слабостью России, вы будете получать дивиденды вечно. Русские всегда приходят за своими деньгами. И когда они придут — не надейтесь на подписанные вами иезуитские соглашения, якобы вас оправдывающие. Они не стоят той бумаги, на которой написаны. Поэтому с русскими стоит или играть честно, или вообще не играть.“",6054,False
25962546,channel25962546,,9,False
31657582,Телекомпания «Томское время»,,40,False
24939157,Новости ТВЦ,"Новости телеканала ""ТВ Центр""",5478,True
119162,Комсомольская правда,"Добро пожаловать на официальный канал ИД ""Комсомольская Правда""
По вопросам партнёрства vr@kp.ru",29864,True
28725486,Чуть-чуть,Поддержите пожалуйста канал. СБЕР. 2202 2032 4086 8523  ТИНЬКОФФ  2200 7007 3056 0918,546,False
34342037,Хельга Дюваль,,23,False
24716721,Sputnik Грузия,"Sputnik Грузия предоставляет Вам последние новости грузинской политики, культуры и общественной жизни в доступном формате. О самых интересных и важных событиях в стране, которые нельзя пропустить, мы рассказываем в наших видео.",124,True
24961824,ERMoscow,"Технический аккаунт официального  канала Московского городского регионального отделения партии ""Единая Россия"" (https://www.youtube.com/c/ERMOSCOW)

Наш сайт:  www.moscow.er.ru

Телеграм-канал «ЕРМосква»: https://t.me/ermoscow

Подписывайтесь и добавляйте  друзей!",441,False
25125404,Пушкинское телевидение,"Вся жизнь Городского округа Пушкинский на телеканале ""Пушкино ТВ""
Политика, спорт, культура, образование. Последние новости и отчетные концерты. Полные версии важных событий. Подписывайся на нас, чтобы не пропустить всё самое интересное.",66,False
25451237,Новости Балашова,,17,False
24211727,Ямал 1,"Всегда с тобой ❄

ООО «Арктика Медиа». Россия, Тюмень, Республики, 169а/1, 625023

Телефон редакции: +7 922 288 9540

По вопросам размещения рекламы: 
Юлия 8 (922) 287-08-11

Все права на любые материалы, опубликованные на странице ЯМАЛ 1 в RUTUBE, защищены в соответствии с российским и международным законодательством об авторском праве и смежных правах. Любое использование видеоматериалов возможно только с согласия правообладателя: ООО «Арктика Медиа»

Учредитель: ООО «Арктика Медиа» , Россия, г. Тюмень, ул. Республики 169а/1, +7 (3452) 55-55-89",159,False
24600423,«МИГ ТВ» Ноябрьск,,82,True
23855498,Первый Областной,,124,True
23640451,Хорошие новости,"Короткие ролики с хорошими новостями
В противовес негативу?

Подпишись на Хорошие Новости в Telegram: t.me/good_events_russia",516,False
580087,1BIG.RU,"Спец Новости
▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰
☛Подписывайтесь на канал и будьте в центре мировых событий!!! 
▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰
☛Поддержите проект: лайк и подписка будут лучшим стимулом развиваться!  
▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰
✅За спам, троллинг, проявления ненависти и откровенные ругательства будет закрыт доступ к каналу.
▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰
----------------------------------
Наш сайт: https://1big.ru",205,False
15777225,Телеканал СРЕДА,◾️ Новости о Дагестане,514,True
26596679,У КОГО ПРАВДА ТОТ СИЛЬНЕЕ,"""Есть в мире кроме денег и жратвы
Порядочность, достоинство и совесть.""

VK - https://vk.com/newzov",676,False
36802093,Золотой | Новости,"Самые свежие новости. Обсуждаем что же произошло в мире за последние сутки.


Подпишитесь на мой YouTube:  https://www.youtube.com/channel/UCzMLOOAkiYlTWQJcq95Mswg

Подпишитесь на мой Дзен:   https://dzen.ru/id/662d9d583390601ea6d42fa7",13,False
23678267,СОВА,Rutube-проект издания sovainfo.ru,365,True
34410292,А чё там с климатом?,"Изучать, Информировать, Действовать!

?Этот канал для разумной части человечества, ответственных людей, способных критически мыслить, объективно смотреть на сегодняшнюю ситуацию с климатом и готовых действовать ради своего будущего!",17,False
6007239,ЗЛАТ-ТВ,"Общество с ограниченной ответственностью ""Златоустовское телевидение», осуществляющее теле- и радиовещание, существует с 1990-ого года.  Является официальным партнером общероссийского канала 360°",80,True
1250376,"НТРК ""Магас""","В 2010 году главой Республики Ингушетия было принято решение о создании национального телерадиовещания. С 31 мая 2013 года в режиме тестового вещания канал начал трансляцию на спутнике «Триколор ТВ», официальный запуск состоялся 27 августа 2013 года. 

Национальное телерадиовещание – один из приоритетных проектов республики. Среди регионов России этому телерадиокомплексу аналогов нет. Объект спроектирован и оснащен для организации круглосуточного теле и радиовещания. Для полного цикла телевизионного производства и вещания выбран перспективный формат FULL HD 1080i – телевидение высокой четкости.

 Информационная служба телекомпании производит 6 выпусков новостей в сутки. Основу контента формируют 8 редакций: информационно-аналитическая, социально-экономическая и общественно-политическая, культурно-просветительская, духовно-нравственная, спортивная, детско-молодежная, музыкально-развлекательная, редакция утреннего вещания.",311,True
30767325,AR,"Аналитика, события, internet, СМИ, Канал по сути являеться архивом знаковых и ярких событий.",444,False
30737696,ТВН Новокузнецк,"Телевидение Новокузнецка «ТВН» – одна из крупнейших телекомпаний Кемеровской области-Кузбасса. Зрительская аудитория телеканала - свыше 1 миллиона человек.

Территория вещания: Новокузнецк, Новокузнецкий район, Прокопьевск, Прокопьевский район, Киселевск, Калтан, Осинники, Мыски, Таштагольский район.

Телевидение Новокузнецка «ТВН» доступно в эфире, в кабельных сетях и в интернете (tvn-tv.online работает на всей территории Кузбасса). 

Продакшн телеканала:
- Изготовление наглядных, интересных, престижных видеороликов;
- Разнообразие видов и типов съемок, от классических форматов до экспериментов;
- Корпоративные и юбилейные фильмы;
- Видеопродукция производственной тематики.

Команда профессионалов с многолетним опытом оперативно превратит ваши идеи в реальность!

Связь с нами:
8 (3843) 46-44-22 
E-mail: office@tvn-tv.ru",89,True
30459183,Ksetratin (Tin Tun),My_Notes,2,False
23322436,Телеканал Хабаровск,"Телеканал «Хабаровск» — это телевизионный канал о городе и для города. Основная задача телеканала – максимально подробно и оперативно информировать горожан обо всех событиях, происходящих в Хабаровске.
ВНИМАНИЕ! В материалах возможно упоминание платформ корпорации Meta (запрещена на территории Российской Федерации)",618,True
24282022,Комплекс городского хозяйства Москвы,"Комплекс городского хозяйства Москвы показывает жизнь столичного мегаполиса «изнутри»: уникальные объекты и инженерные сооружения, экологические рейды и спасательные операции, передовые технологии и роботы на службе у города, и конечно же, истории тех, кто ежедневно трудится для того, чтобы жизнь столицы не останавливалась ни на секунду.",79,True
23472758,"""НЕ ТУРИСТИЧЕСКИЙ ВОРОНЕЖ""","Проблемы не обходят стороной ни́ один город. Но мы хотим показать вам Воронеж. Не туристический. ??⛔️   

Прислать новость: vasil.govoruhin@yandex.ru

Поддержать проект можно любой суммой денежных средств переводом на карту ""Тинькофф банка"": 4377 7237 6642 0446",33,False
23873370,15-й РЕГИОН информационный медиацентр,Северо-Осетинский информационный портал,23,False
23349040,Радио Sputnik,"Радио Sputnik – информационно-аналитическая разговорная радиостанция с круглосуточным вещанием на современных цифровых платформах и в сети интернет, также доступным в FM-диапазоне в России.

Радио Sputnik является частью новостного агентства Sputnik с мультимедийными информационными хабами
в десятках стран, которое включает в себя сайты, аналоговое и цифровое радиовещание, мобильные
приложения и страницы в социальных сетях. Новости Sputnik круглосуточно выходят на английском, арабском,
испанском, китайских языках и фарси.

Радио Sputnik вещает более чем в 20 странах по всему миру. Основная точка круглосуточного
вещания онлайн – сайт radiosputnik.ria.ru

Права на контент канала радио Sputnik сохраняются за правообладателем в полном объеме. Размещение Контента не является предоставлением пользователям права использования Контента каким-либо способом (лицензии). Условия открытых лицензий не применяются к контенту канала радио Sputnik.",47108,True
34922711,Новости СВО и СМИ видеопортал !,"Актуальные и всегда свежие видео с СВО , будем рады подписке !",434,False
34575515,Телеканал 360,,9,False
539776,Архыз 24,"«Архыз 24» - первый региональный телеканал Республики Карачаево-Черкесия.

Ежедневно и круглосуточно в эфире телеканала - новости о событиях в регионе, стране и мире, просветительские программы о национальной культуре и мировых культурных ценностях.

Сегодня телеканал «Архыз 24» - это гид по культурным, экономическим, политическим и социально-значимым событиям Северного Кавказа.

Важная составляющая канала -- то, что будет интересно абсолютно любому телезрителю: это развлекательные и познавательные программы, художественные, научные и документальные фильмы, сериалы.",351,True
25821151,Газета Истра Сегодня,"Добро пожаловать на страницу газеты Истра Сегодня городского округа Истра!
Ссылка на наш сайт ? https://rutube.ru/channel/25821151/
Ссылка на наше сообщество ВКонтакте ? https://vk.com/istrasegodnya
Обзор всех новостей Истринского городского округа в видео формате.
Наш канал поможет вам узнать все от первоисточника...
Деятельность Администрации городского округа Истра...
Что происходит в округе...
Что в планах...
Новые задачи....
Новые объекты строительства....
Когда закончится стройка?",90,True
25522963,ГДЕ? ЧТО? СЛУЧИЛОСЬ,"Звезды шоу бизнеса и знаменитости: знай обо всем:  - канал о жизни и творчестве российских и зарубежных знаменитостей. Показываем интересные подборки:
- что стало с актерами известных фильмов и сериалов спустя годы
- конкурс Евровидение интересные факты, рейтинги, лучшие песни, худшие выступления
- звезды до и после пластики и похудения
- что стало с участниками Фабрики звезд
- свадьбы звезд, разводы, дети звезд, беременные
- новости шоу бизнеса и шокирующие подробности из жизни звезд 
Факты, сплетни, скандалы жизни мировых и отечественных знаменитостей шоу-бизнеса!

Подписывайся на канал, комментируй видео, ставь лайки, делись хорошим настроением с друзьями и знай обо всем.
#Знаменитости #ЗнайОбоВсем #ЗвездыШоуБизнеса #ИнтересныеПодборки",14,False
36770656,"Народно - Патриотическое движение ""Спектр""","Поддерживаем страну, президента, силовиков! За стабильную, спокойную, процветающую Беларусь!",1,False
24703636,Вести КБР,,409,False
25589344,Москва 24 | Контент,"M24.ru - интернет-площадка, которая отвечает всем информационным потребностям жителей и гостей столицы. Максимально полная информация о столичной жизни, представленная во всех современных форматах -- новости, видео, фотогалереи, инфографика.",523,True
24675972,Sputnik Беларусь,ОПЕРАТИВНО И ДОСТОВЕРНО О СОБЫТИЯХ В БЕЛАРУСИ И МИРЕ.,1054,True
25272223,"ФБУ ""Авиалесоохрана""","Подборка отдела по связям с общественностью ФБУ ""Авиалесоохрана"" специальных репортажей, фильмов и видеороликов о работе летчиков-наблюдателей, парашютистов-пожарных и десантников-пожарных авиалесоохраны, а также социальных лесопожарных видеороликов",68,True
22105991,РВСН,"Информационное агентство ""РВСН"" (Русский Вектор Стратегического Назначения)

ИА РВСН зарегистрировано Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций. Рег. номер СМИ: ИА № ФС 77-86477 от 19.12.2023

Для связи rvsn1949@mail.ru

Телеграмм: https://t.me/rvsn_na_washington
Ютуб: https://www.youtube.com/@rvsn_na_washington/videos
Дзен: https://dzen.ru/rvsn_na_washington
ВК: https://vk.com/rvsn_na_washington
ОК: https://ok.ru/rvsnnawashington

rvsn1943@mail.ru - для связи",310,False
25093939,ГУ МЧС России по Орловской области,,30,False
34577703,Хроники Катастроф,"Вступайте в группу ""Хроники Катастроф""  и окунитесь в захватывающий мир адреналина и непредсказуемых событий! 
 
Более тысячи фантастических историй о катастрофах, природных бедствиях и несчастных случаях! 
 
Техногенные катастрофы, взрывы, аварии и другие трагические события, которые оставили неизгладимый след в истории!  
 
Предупреждение: вход в группу может вызвать адреналиновый подъем, увлечение темой и желание узнать еще больше! 

Наш Телеграм канал https://t.me/+EtnGecRofhJiZjky",22,False
23545856,Россия - Огромная  Страна,Монологи о жизни о политике и не только.,79,False
956446,Телерадиокомпания Арзамас,"Свидетельство о регистрации СМИ Эл № ТУ52-01360 от 06 декабря 2022 года.
607220 Нижегородская область, город Арзамас, улица 9 Мая, дом 19 
Телефоны: 
8 (83147) 2-28-66 Директор - Голованов Олег Анатольевич
8 (83147) 6-71-10 Факс, редактор - Капитанова Елена Валентиновна
8 (83147) 6-80-80 Гл. бухгалтер - Надежда Алексеевна
8 (83147) 6-80-80 Коммерческий директор - Деменьтьева Марина Геннадьевна, E-mail: reklama@arzamas.tv
8 (83147) 6-71-10 Корреспонденты
E-mail: info@arzamas.tv
Наш сайт https://arzamas.tv
Наш вк https://vk.com/arzamastv

Смотрите нас у операторов кабельного телевидения «ИНВС»,  «МТС» на канале 360°.
Охват вещания нашего канала - город Арзамас и населённые пункты Арзамасского района.  Редакторы программ — штатные сотрудники, отмеченные многими, в том числе, федеральными наградами за творческие достижения. Сотрудники выпускают более двадцати программ различной направленности. Аудитория ТРК «Арзамас» насчитывает более 177 тысяч телезрителей.",64,False
24822405,"Телеканал ""Новый век-Моршанск""","Телевидение г. Моршанска, Тамбовской области",31,False
23340006,ИЗОЛЕНТА live,"Подпишись на наш канал, чтобы ежедневно слушать самых интересных гостей по самым важным темам. 
Мы выходим в эфир каждый день без выходных и праздников. 
Наши резиденты: Дмитрий Goblin Пучков, Александр Цыпкин, Анатолий Кузичев, Тигран Кеосаян, Игорь Виттель, Тимур Сиразиев, Кира Сазонова, Кирилл Вышинский, Андрей Безруков и многие другие. 
Наши гости: Мария Захарова, Клим Жуков, Егор Яковлев, Анатолий Вассерман, Владимир Корнилов, Мария Бутина, Марьяна Наумова и еще более 200 интереснейших людей. 
Подписавшись на нас и участвуя в наших прямых эфирах, ты сможешь задать им любые вопросы, даже те, которые нигде не озвучивают. 
Участвуя в наших эфирах ты сможешь поддержать благородную миссию кормления и помощи бездомным, которую наш канал взял на себя и исполняет в жару и мороз. Многие наши зрители стали лично участвовать в наших акциях добра. 
Присоединяйся прямо сейчас!
Наш Телеграм-канал: t.me/izolentalive

Трофим Татаренков: https://t.me/NeBrigada
Пётр Лидов: https://t.me/pvsgns",92241,True
28409121,Welvsi Story,"Добро пожаловать на мой канал, посвященный расследованию реальных дел о похищениях, маньяках и преступниках! Здесь мы глубоко погружаемся в факты и доказательства, исследуя шокирующие истории, которые взяты на основе реальных событий.

Я уделяю особое внимание деталям и тщательно анализирую каждый аспект дела, чтобы найти истину и привлечь виновных к ответственности. Если ты увлечен расследованиями и хочешь быть в курсе последних новостей, то этот канал идеален для тебя. Подписывайся, чтобы сопровождать меня в этом увлекательном путешествии по раскрытию самых жестоких и загадочных преступлений, вдохновленных реальными событиями. Вместе мы сможем поднять занавес секретов и пролить свет на громкие преступления.",3777,True
31140668,МКС1922!,Новости СВО и другое!,358,False
24134,МаксимУм ФактУра,"Rutube-канал ""МаксимУм ФактУра"" - новости, события и явления, о которых лучше знать!

? ПОМОЩЬ КАНАЛУ ? : 
https://yoomoney.ru/to/41001618057417
https://www.donationalerts.com/r/livecorner
https://sobe.ru/na/podderzhat_kanal_maksimum_faktura",378,True
23671165,Журналист Евгений Михайлов,"Журналистские расследования Евгения Михайлова. 
Независимый журналист, лауреат премии ""Союза Журналистов России"", военный эксперт, специалист по межнациональным конфликтам.",60,False
27277873,Сила са Истока,"Мы следим за событиями из российской военной промышленности и важными вещами из сербской военной промышленности. Контент канала не является моей собственностью. Если в какой-то момент я нарушил авторские права, свяжитесь со мной по электронной почте, и мы решим проблему.

Да здравствует матушка Сербия и братская Россия!

---

Пратимо дешавања из руске војне индустрије и важне ствари из српске војне индустрије. Садржај канала није моје власништво. Ако сам у било ком тренутку прекршио ауторска права, контактирајте ме путем е-поште и решићемо проблем.

Живела мајка Србија и братска Русија!",300,False
6270978,Телеканал «6ТВ»,"Телеканал «6ТВ» г. Горловка - первооткрыватель ТВ-пространства в Горловке. За годы своего становления и развития значительно поднял свой рейтинг на рынке масс-медиа, завоевал собственную аудиторию. Имеет собственное, отличное от конкурентов лицо, придавая эфиру определённую окраску. Постоянное стремление к профессионализму, добротному результату, информационной насыщенности - основные критерии узнаваемости и успеха Телеканала ""6ТВ» г. Горловка.

Подписывайтесь на нас в социальных сетях:
https://youtube.com/gorlovka6tv
https://vk.com/tvgorlovka
https://ok.ru/gorlovka6tv
https://twitter.com/gorlovka6tv
https://t.me/gorlovka6tv",450,False
36703171,У Вас одно новое сообщение,Свежая информация со всего мира,290,False
25061751,МБУ Вяземский информационный центр,"МБУ ""Вяземский информационный центр"" готовит для Вас сюжеты о самых значимых событиях в г.Вязьмы и Вяземского района.",36,False
28524860,Такер Карлсон Фан тв,Если тоже уважаешь - подпишись! Такер Карлсон перевод на русском языке ЭТО БАЗА 🔥 Фан-аккаунт одного из величайших людей современности! https://t.me/takerkarlsonfan,52,False
27229744,Ход Мыслей,"Канал ""Ход Мыслей"" содержит личную точку зрения автора на глобальные события, происходящие в России. На данном канале содержатся авторские видео на тему строительства новых заводов, фабрик, предприятий в России, развития экономики нашей страны, промышленности, сельского хозяйства, дорожного строительства, значимых инфраструктурных объектов.
Значительно внимание на канале будет уделено достижениям России, а также стратегическим планам развития нашей страны на среднесрочную перспективу. 
Канал будет интересен думающим людям, пытающимся понять причину тех или иных событий и явлений, а также спрогнозировать их последствия на будущий период.
По вопросам сотрудничества обращайтесь на электронную почту myslirussia@yandex.ru",6084,False
30358391,Движение Первых,"Официальный канал Российского движения детей и молодёжи «Движение Первых»

Подписывайтесь на наши соцсети:
Телеграм: t.me/mypervie
ВКонтакте: vk.com/mypervie
Одноклассники: ok.ru/mypervie

Сайт: будьвдвижении.рф",288,False
35520316,ВРЕМЯ ГЕРОЕВ,"«ВРЕМЯ ГЕРОЕВ» – программа развития для участников СВО. Реализуется по поручению Президента России ВШГУ РАНХиГС на базе Мастерской управления «Сенеж». Подготовка высококвалифицированных, компетентных руководителей из числа действующих и бывших военнослужащих для последующей работы в органах государственной и муниципальной власти, а также государственных компаниях. 

Программа предполагает обучение современным методам и технологиям управления, командной работе, личностное развитие. 

Призы:
— обучение по программе ВШГУ Мастерской управления«Сенеж»
— онлайн-обучение на платформе РАНХиГС 
— персональные наставники и коучи со старта обучения

Регистрация на сайте времягероев.рф до 12:00 мск 8 апреля 2024 г.",13,False
23363216,Лео Лебедев,"-Здравствуйте, Вы находитесь на канале Лео Лебедев
-Здесь будет актуальная информация в мире и не только
- Так же будет и полезная информация
- В случае совпадения интересов подписывайтесь на канал чтобы не пропустить интересные и полезные материалы.

Мои каналы:
Рутуб: https://rutube.ru/video/person/23363216
Дзен: https://dzen.ru/id/5d12706091f70500afd9f0b7
Ютуб: https://www.youtube.com/channel/UC2fF4XEX9K7YIFu3nj1WDIQ?sub_confirmation=1 
Ютуб: https://www.youtube.com/channel/UCwQROAh5rkbKwfiCgIhmxPQ?sub_confirmation=1 
Ютуб: https://www.youtube.com/channel/UCMBhVFGk4EEHoFac2kk5DwQ?sub_confirmation=1 
Эфир: https://yandex.ru/efir/?stream_active=blogger&stream_publisher=ugc_channel_4887562044404889904
Мои каналы Дзен:
1 https://dzen.ru/id/5d12706091f70500afd9f0b7
2 https://dzen.ru/id/5ca875e534afa600b2607cda
3 https://dzen.ru/id/5c5f0dded704ab00af3b053c


По 14.02.2023 есть отложки",109,False
